report_num,significant,long,lat
20140082,0,-104.4352667,40.47829444
20140083,0,-91.282986,30.711259
20140084,1,-98.51248,36.6093
20140085,1,-91.408465,41.616693
20140086,0,-87.43874523,41.60766736
20140087,0,-89.958939,38.863322
20140088,0,-91.28333,30.71051
20140089,0,-88.878198,37.643839
20140090,1,-81.761444,41.421858
20140091,0,-90.298736,38.501433
20140092,0,-89.084633,38.776587
20140093,1,-103.62392,47.96935
20140094,0,-95.48887,32.83256
20140095,0,-100.8358,32.5374
20140096,0,-88.6345,42.53934
20140097,0,-92.640564,33.251978
20140098,0,-89.332383,31.788398
20140099,0,-84.12206,40.70825
20140100,0,-101.890833,35.265278
20140101,0,-96.71795726,35.93784934
20140102,0,-94.870959,32.519797
20140103,0,-103.81461,31.8063
20140104,1,-103.97761,47.78822
20140105,0,-94.84004,32.48252
20140106,0,-96.75135,36.00758
20140107,1,-87.45194,41.52278
20140108,0,-94.63106,30.1291
20140109,0,-83.601248,41.806608
20140110,1,-118.441362,34.044058
20140111,0,-100.83563,32.53024
20140112,0,-97.28468,34.55747
20140113,0,-86.225891,37.462217
20140114,0,-97.37179,34.55773
20140115,1,-94.81077,32.44166
20140116,1,-95.724109,30.383529
20140117,1,-119.80777,35.5291888
20140118,0,-96.7594,35.950352
20140119,0,-110.7567,47.30177
20140120,0,-96.47409,32.0711
20140121,0,-102.55676,31.78542
20140122,0,-97.676786,38.339275
20140123,0,-93.35353,43.14017
20140124,0,-88.173136,30.390281
20140125,1,-96.750877,35.945288
20140126,1,-118.269456,33.787864
20140127,1,-84.127323,40.697102
20140128,0,-87.452478,41.507105
20140129,0,-87.006836,41.311708
20140130,1,-93.942296,29.97101
20140131,0,-103.1811111,32.081667
20140132,0,-96.74797,35.94603
20140133,0,-103.778247,48.112149
20140134,0,-83.9178,33.97676
20140135,0,-104.791108,41.126883
20140136,0,-98.2225,28.4622222
20140137,0,-96.467214,32.072932
20140138,0,-87.440797,41.626461
20140139,1,-84.6554,43.016283
20140140,1,-87.902235,41.14364
20140141,1,-98.02141,37.8681
20140142,0,-102.91027,48.39696
20140143,0,-94.00983,29.91156
20140144,1,-103.563575,47.921839
20140145,0,-98.496891,33.936574
20140146,0,-97.52718,27.83668
20140147,0,-85.778931,33.616375
20140148,1,-101.0593,32.61263
20140149,0,-103.3011341,32.874236
20140150,0,-98.43757,33.91486
20140151,1,-101.20851,48.720364
20140152,1,-84.685909,39.252793
20140153,0,-104.35466,31.50897
20140154,0,-87.94387,36.03385
20140155,1,-84.9190558,33.7161833
20140156,0,-97.28714,34.216537
20140157,0,-90.188644,38.581933
20140158,0,-89.523521,31.636831
20140159,0,-81.3385,41.05384
20140160,0,-96.47357,32.07175
20140161,1,-94.2833333,29.935
20140162,0,-103.484322,37.972548
20140163,1,-94.71869,32.47599
20140164,0,-97.79842,34.87656
20140165,0,-89.68333,43.95222
20140166,0,-96.628799,28.91382
20140167,0,-87.951209,42.024045
20140168,0,-94.935183,29.34525
20140169,0,-104.714812,45.152093
20140170,1,-97.83677,38.34044
20140171,0,-81.369965,28.422635
20140172,0,-78.239171,37.66399
20140173,0,-87.94387,36.03385
20140174,0,-98.8071,31.6256
20140175,1,-97.24686,36.77616
20140176,0,-76.93538,42.870358
20140177,1,-89.514842,29.466936
20140178,1,-92.999245,45.143056
20140179,0,-91.27589,30.71133
20140180,0,-93.62086,41.41579
20140181,0,-101.856855,32.07254
20140182,0,-96.71795726,35.93784934
20140183,0,-102.21213,31.718902
20140184,0,-83.485937,41.621205
20140185,1,-95.65,29.4313
20140186,1,-79.117514,41.831164
20140187,1,-103.178983,32.080668
20140188,0,-94.8305,32.4836
20140189,0,-94.0055528,29.9006722
20140190,0,-93.76389,47.32556
20140191,1,-104.53896522,31.85330114
20140192,0,-99.641,28.37
20140193,1,-94.056361,30.010811
20140194,0,-95.179389,29.717371
20140195,0,-93.339358,30.170532
20140196,0,-96.15759,35.7391
20140197,1,-92.01656,40.36474
20140198,0,-98.6362,32.4982
20140199,1,-98.41103,35.86561
20140200,1,-102.21213,31.718902
20140201,0,-91.28204,30.71133
20140202,1,-92.93675,32.97035
20140203,0,-94.935183,29.34525
20140204,0,-95.17331,30.83709
20140205,1,-90.183432,38.680985
20140206,0,-104.7907,41.1274
20140207,0,-87.4667,41.6076
20140208,0,-90.8409226,30.0250818
20140209,1,-98.30137,36.58261
20140210,0,-104.7907,41.1274
20140211,0,-94.064083,30.0751806
20140212,1,-74.25384,40.52243
20140213,0,-97.44754,35.46577
20140214,0,-74.25384,40.52243
20140215,0,-102.012028,32.02363
20140216,1,-102.2931,31.1158
20140217,0,-102.01641,32.019351
20140218,1,-102.01169,32.02363
20140219,0,-99.80891,39.369394
20140220,0,-102.617915,32.960694
20140221,1,-95.1986,29.71927
20140222,0,-101.019901,32.794161
20140223,1,-92.250136,28.260372
20140224,1,-102.71984,32.75619
20140225,1,-92.11387,40.29832
20140226,1,-82.60639,34.481971
20140227,0,-96.20079871,33.03568558
20140228,0,-90.8609222,30.0058083
20140229,0,-88.903921,31.819742
20140230,0,-120.014772,34.478859
20140231,1,-118.272341,34.146191
20140232,0,-94.9731575,36.64234919
20140233,0,-91.21973,30.47832
20140234,1,-94.149808,29.906433
20140235,0,-94.60294,39.13839
20140237,0,-98.14535,31.4396
20140238,1,-87.073657,37.7766173
20140239,0,-87.073657,37.7766173
20140240,0,-95.01269,29.76673
20140241,0,-107.98125,41.686997
20140242,1,-90.857704,30.01177
20140243,1,-118.227056,33.806917
20140244,1,-119.42238,35.28036
20140245,1,-79.93915,36.07076
20140246,1,-102.026822,32.017924
20140247,1,-102.07291,31.968284
20140248,0,-92.45555,34.94194
20140249,0,-90.4014277,30.0065888
20140250,0,-119.0425888,35.444988
20140251,0,-92.99561,44.85338
20140252,0,-94.498427,38.617704
20140253,0,-89.51924,31.64875
20140254,1,-103.660016,47.67506
20140255,0,-89.97761,29.69581
20140256,0,-100.569479,37.139844
20140258,0,-98.460842,26.650465
20140259,0,-96.754536,35.947714
20140260,0,-101.353026,35.719298
20140261,0,-94.86919,38.50252
20140262,1,-104.11549,31.553051
20140263,0,-115.300693,47.582395
20140264,1,-94.44495,39.12071
20140265,1,-118.360143,34.0577675
20140266,0,-97.8667,38.26485
20140267,0,-122.244843,38.045747
20140268,0,-122.134392,38.061436
20140269,0,-91.28204,30.71133
20140270,0,-88.49732,42.05679
20140271,1,-87.902235,41.14364
20140272,1,-89.085639,38.792939
20140273,0,-97.60424,36.38322
20140274,1,-101.409,35.983
20140275,1,-95.237834,29.705972
20140276,0,-102.20698,31.66159
20140277,0,-74.25384,40.52243
20140278,0,-74.21357,40.58547
20140279,0,-119.434622,35.231666
20140280,1,-118.254678,33.803335
20140281,0,-97.29606047,36.55711482
20140282,0,-83.110839,39.96675
20140283,0,-100.83051,32.53193
20140284,1,-88.373137,41.410372
20140285,0,-87.43874523,41.60766736
20140286,0,-96.87537,37.80225
20140287,0,-94.05649,29.97507
20140288,1,-103.139479,32.650336
20140289,1,-104.791108,41.126883
20140290,0,-101.73915,39.04758
20140291,0,-100.85003,32.53151
20140292,0,-95.207068,29.752401
20140293,1,-102.914893,32.86467
20140294,0,-122.22436,47.458331
20140295,0,-91.9863888,27.87527711
20140296,1,-104.424018,40.34117
20140297,0,-75.459406,39.846349
20140298,0,-93.993675,29.991106
20140299,0,-94.835427,44.803407
20140300,1,-90.469736,29.976335
20140301,0,-118.16467,33.86343
20140302,0,-111.91978,40.831354
20140303,1,-95.340804,30.737681
20140304,0,-103.13993,32.652052
20140305,0,-90.857704,30.01177
20140306,0,-103.138898,32.650231
20140307,1,-118.2093535,33.7697415
20140308,1,-95.011627,29.765783
20140309,0,-102.268817,36.472798
