report_number,significant,location_latitude,location_longitude
20140196,false,35.7391,-96.15759
20140197,true,40.36474,-92.01656
20140198,false,32.4982,-98.6362
20140199,true,35.86561,-98.41103
20140200,true,31.718902,-102.21213
20140201,false,30.71133,-91.28204
20140202,true,32.97035,-92.93675
20140203,false,29.34525,-94.935183
20140204,false,30.83709,-95.17331
20140205,true,38.680985,-90.183432
20140206,false,41.1274,-104.7907
20140207,false,41.6076,-87.4667
20140208,false,30.0250818,-90.8409226
20140209,true,36.58261,-98.30137
20140210,false,41.1274,-104.7907
20140211,false,30.0751806,-94.064083
20140212,true,40.52243,-74.25384
20140213,false,35.46577,-97.44754
20140214,false,40.52243,-74.25384
20140215,false,32.02363,-102.012028
20140216,true,31.1158,-102.2931
20140217,false,32.019351,-102.01641
20140218,true,32.02363,-102.01169
20140219,false,39.369394,-99.80891
20140220,false,32.960694,-102.617915
20140221,true,29.71927,-95.1986
20140222,false,32.794161,-101.019901
20140223,true,28.260372,-92.250136
20140224,true,32.75619,-102.71984
20140225,true,40.29832,-92.11387
20140226,true,34.481971,-82.60639
20140227,false,33.03568558,-96.20079871
20140228,false,30.0058083,-90.8609222
20140229,false,31.819742,-88.903921
20140230,false,34.478859,-120.014772
20140231,true,34.146191,-118.272341
20140232,false,36.64234919,-94.9731575
20140233,false,30.47832,-91.21973
20140234,true,29.906433,-94.149808
20140235,false,39.13839,-94.60294
20140236,false,5/27/2014 9:00,29.52225
20140237,false,31.4396,-98.14535
20140238,true,37.7766173,-87.073657
20140239,false,37.7766173,-87.073657
20140240,false,29.76673,-95.01269
20140241,false,41.686997,-107.98125
20140242,true,30.01177,-90.857704
20140243,true,33.806917,-118.227056
20140244,true,35.28036,-119.42238
20140245,true,36.07076,-79.93915
20140246,true,32.017924,-102.026822
20140247,true,31.968284,-102.07291
20140248,false,34.94194,-92.45555
20140249,false,30.0065888,-90.4014277
20140250,false,35.444988,-119.0425888
20140251,false,44.85338,-92.99561
20140252,false,38.617704,-94.498427
20140253,false,31.64875,-89.51924
20140254,true,47.67506,-103.660016
20140255,false,29.69581,-89.97761
20140256,false,37.139844,-100.569479
20140257,false,33.003663,-122.056224
20140258,false,26.650465,-98.460842
20140259,false,35.947714,-96.754536
20140260,false,35.719298,-101.353026
20140261,false,38.50252,-94.86919
20140262,true,31.553051,-104.11549
20140263,false,47.582395,-115.300693
20140264,true,39.12071,-94.44495
20140265,true,34.0577675,-118.360143
20140266,false,38.26485,-97.8667
20140267,false,38.045747,-122.244843
20140268,false,38.061436,-122.134392
20140269,false,30.71133,-91.28204
20140270,false,42.05679,-88.49732
20140271,true,41.14364,-87.902235
20140272,true,38.792939,-89.085639
20140273,false,36.38322,-97.60424
20140274,true,35.983,-101.409
20140275,true,29.705972,-95.237834
20140276,false,31.66159,-102.20698
20140277,false,40.52243,-74.25384
20140278,false,40.58547,-74.21357
20140279,false,35.231666,-119.434622
20140280,true,33.803335,-118.254678
20140281,false,36.55711482,-97.29606047
20140282,false,39.96675,-83.110839
20140283,false,32.53193,-100.83051
20140284,true,41.410372,-88.373137
20140285,false,41.60766736,-87.43874523
20140286,false,37.80225,-96.87537
20140287,false,29.97507,-94.05649
20140288,true,32.650336,-103.139479
20140289,true,41.126883,-104.791108
20140290,false,39.04758,-101.73915
20140291,false,32.53151,-100.85003
20140292,false,29.752401,-95.207068
20140293,true,32.86467,-102.914893
20140294,false,47.458331,-122.22436
20140295,false,27.87527711,-91.9863888
20140296,true,40.34117,104.424018
20140297,false,39.846349,-75.459406
20140298,false,29.991106,-93.993675
20140299,false,44.803407,-94.835427
20140300,true,29.976335,-90.469736
20140301,false,33.86343,-118.16467
20140302,false,40.831354,-111.91978
20140303,true,30.737681,-95.340804
20140304,false,32.652052,-103.13993
20140305,false,30.01177,-90.857704
20140306,false,32.650231,-103.138898
20140307,true,33.7697415,-118.2093535
20140308,true,29.765783,-95.011627
20140309,false,36.472798,-102.268817
